url,get_date,page_status,directory,cod,status,last_status,last_update,Dati_relativi_al_lotto_description,Dati_relativi_al_lotto_INDIRIZZO,Dati_relativi_al_lotto_LOTTO,Dati_relativi_al_lotto_NUMERO_BENI,Dati_relativi_al_lotto_GENERE,Dati_relativi_al_lotto_CATEGORIA,Dati_relativi_al_lotto_VALORE_DI_STIMA,Dati_relativi_ai_beni_tipo,Dati_relativi_ai_beni_description,Dati_relativi_ai_beni_INDIRIZZO,Dati_relativi_ai_beni_PIANO,Dati_relativi_ai_beni_DISPONIBILITÀ,Dati_relativi_ai_beni_VANI,Dati_relativi_ai_beni_METRI_QUADRI,Dati_relativi_ai_beni_METRI_QUADRI_MIN,Dati_relativi_ai_beni_METRI_QUADRI_MAX,Dati_relativi_ai_beni_CERTIFICAZIONE_ENERGETICA,Dati_relativi_ai_beni_DATI_CATASTALI,Dati_relativi_alla_Vendita_DATA_E_ORA_UDIENZA,Dati_relativi_alla_Vendita_DATA_E_ORA_VENDITA,Dati_relativi_alla_Vendita_TIPO_VENDITA,Dati_relativi_alla_Vendita_MODALITA_VENDITA,Dati_relativi_alla_Vendita_LUOGO_DELLA_VENDITA,Dati_relativi_alla_Vendita_LUOGO_PRESENTAZIONE_OFFERTA,Dati_relativi_alla_Vendita_TERMINE_PRESENTAZIONE_OFFERTE,Dati_relativi_alla_Vendita_PREZZO_BASE,Dati_relativi_alla_Vendita_OFFERTA_MINIMA,Dati_relativi_alla_Vendita_RIALZO_MINIMO_IN_CASO_DI_GARA,Dati_relativi_alla_Vendita_DEPOSITO_CAUZIONALE,Dati_relativi_alla_Vendita_DEPOSITO_IN_CONTO_SPESE,Dati_relativi_alla_Vendita_DATA_INIZIO_GARA,Dati_relativi_alla_Vendita_DATA_FINE_GARA,Dettaglio_procedura_e_contatti_TRIBUNALE,Dettaglio_procedura_e_contatti_TIPO_PROCEDURA,Dettaglio_procedura_e_contatti_RUOLO,Dettaglio_procedura_e_contatti_RUOLO_1,Dettaglio_procedura_e_contatti_RUOLO_2,Numero_dei_Creditori,Dettaglio_procedura_e_contatti_DELEGATO_ALLA_VENDITA,Dettaglio_procedura_e_contatti_RECAPITI,Dettaglio_procedura_e_contatti_EMAIL,Dettaglio_procedura_e_contatti_CUSTODE_GIUDIZIARIO,Dettaglio_procedura_e_contatti_GIUDICE,Dettaglio_procedura_e_contatti_IVG,zip,asd,Dati_relativi_ai_beni_DENUNCIA_CATASTALE,Dati_relativi_alla_Vendita_RIALZO_MINIMO,Dettaglio_procedura_e_contatti_ENTE,Dettaglio_procedura_e_contatti_COMMISSARIO_LIQUIDATORE,Dettaglio_procedura_e_contatti_LIQUIDATORE_GIUDIZIALE,Dettaglio_procedura_e_contatti_CURATORE,Dettaglio_procedura_e_contatti_PROFESSIONISTA_DELEGATO,Dettaglio_procedura_e_contatti_COMMISSARIO_GIUDIZIALE,Dati_relativi_alla_Vendita_PRESENTAZIONE_DOMANDA,Dettaglio_procedura_e_contatti_CURATORE_FALLIMENTARE
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giorgio-spaccarelli-53-1821341,2021-02-25 23:45,OK,"media/Comune Roma, Roma, Italia/1821341",COD. 248134,GARA DA APRIRE,APPARTAMENTO,,"Appartamento al piano primo, distinto con il numero interno 1, con annessa cantina","Via Giorgio Spaccarelli, 53, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 165.000,00",APPARTAMENTO,"Appartamento al piano primo, distinto con il numero interno 1, con annessa cantina","Via Giorgio Spaccarelli, 53, Roma (RM)",,,,,,,,"Foglio:197, Particella:1640, Subalterno:2",2021-03-23 14:00:00,,senza incanto,Asincrona telematica,,,2021-03-22 23:59:00,99000.0,74250.0,5000.0,,,"23/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1262 / 2011,1262.0,2011.0,,"Genghini Igor
(Procede alle operazioni di vendita)",Tel. 0685356265,antospataro@alice.it,"Spataro Antonio
(Gestisce la visita del bene)",dAmbrosio Federica,,168,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giovanni-sinchetto-30-1811281,2021-02-25 22:05,OK,"media/Comune Roma, Roma, Italia/1811281",COD. 4193866,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Via Giovanni Sinchetto 30, c.a.p. 00127, scala A, interno 17, piano 4-5 appartamento al piano quarto con annessa soffitta al piano quinto. Composto da soggiorno/letto, angolo cottura, bagno, disimpegno e balcone al piano 4 e soffitta e terrazzo al piano 5.","Via Giovanni Sinchetto, 30, Roma (RM)",1,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Via Giovanni Sinchetto 30, c.a.p. 00127, scala A, interno 17, piano 4-5 appartamento al piano quarto con annessa soffitta al piano quinto. Composto da soggiorno/letto, angolo cottura, bagno, disimpegno e balcone al piano 4 e soffitta e terrazzo al piano 5.","Via Giovanni Sinchetto, 30, Roma (RM)",4-5,,,,,,,"Foglio:867, Particella:648, Sub particella:515",2021-03-31 09:00:00,,senza incanto,Asincrona telematica,,,2021-03-30 23:59:00,200794.0,150596.0,5000.0,,,"31/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1734 / 2014,1734.0,2014.0,,"Caravetta Massimo
(Procede alle operazioni di vendita)",,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",dAmbrosio Federica,,127,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giovanni-sinchetto-30-1811282,2021-02-26 00:40,OK,"media/Comune Roma, Roma, Italia/1811282",COD. 4193867,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Via Giovanni Sinchetto 30, c.a.p. 00127, scala D, interno 16, piano 4-5 Appartamento al piano quarto della scala D, distinto con il numero interno 16, composto di ingresso, due camere, cucina, due bagni e due balconi, soffitta al piano 5 con annesso terrazzo.","Via Giovanni Sinchetto, 30, Roma (RM)",2,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Via Giovanni Sinchetto 30, c.a.p. 00127, scala D, interno 16, piano 4-5 Appartamento al piano quarto della scala D, distinto con il numero interno 16, composto di ingresso, due camere, cucina, due bagni e due balconi, soffitta al piano 5 con annesso terrazzo.","Via Giovanni Sinchetto, 30, Roma (RM)",4-5,,,,,,,"Foglio:867, Particella:648, Sub particella:643",2021-03-31 09:00:00,,senza incanto,Asincrona telematica,,,2021-03-30 23:59:00,388107.0,291080.0,5000.0,,,"31/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1734 / 2014,1734.0,2014.0,,"Caravetta Massimo
(Procede alle operazioni di vendita)",,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",dAmbrosio Federica,,127,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giulio-frascheri-n-12-1800274,2021-02-26 00:02,OK,"media/Comune Roma, Roma, Italia/1800274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giuseppe-mercalli-25-1804502,2021-02-26 00:13,OK,"media/Comune Roma, Roma, Italia/1804502",COD. 430703,GARA DA APRIRE,ABITAZIONE DI TIPO SIGNORILE,,"Quota pari al 100% della piena proprietà di: Appartamento uso civile abitazione, posto al piano terzo del fabbricato sito nel Comune di Roma, Municipio II, quartiere Pinciano, alla Via Giuseppe Mercalli n. 25, identificato con il numero int. 9; n. 3 locali cantina e autorimessa posti rispettivamente al piano seminterrato e piano terra del medesimo fabbricato. Il tutto per una superficie commerciale complessiva di circa 414,00 mq.","Via Giuseppe Mercalli, 25, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 1.390.000,00",ABITAZIONE DI TIPO SIGNORILE,"Quota pari al 100% della piena proprietà di: Appartamento uso civile abitazione, posto al piano terzo del fabbricato sito nel Comune di Roma, Municipio II, quartiere Pinciano, alla Via Giuseppe Mercalli n. 25, identificato con il numero int. 9; n. 3 locali cantina e autorimessa posti rispettivamente al piano seminterrato e piano terra del medesimo fabbricato. Il tutto per una superficie commerciale complessiva di circa 414,00 mq.","Via Giuseppe Mercalli, 25, Roma (RM)",,LIBERO,,,,,,"Foglio:547, Particella:46, Subalterno:8
Foglio:547, Particella:46, Subalterno:13",2021-03-02 14:00:00,,senza incanto,Asincrona telematica,,,2021-03-01 23:59:00,1800000.0,1350000.0,30000.0,,,"02/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1445 / 2016,1445.0,2016.0,,"Sapio Angela
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",Pigozzo Cristina,,197,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giustiniano-imperatore-140-1822678,2021-02-25 23:37,OK,"media/Comune Roma, Roma, Italia/1822678",COD. 4190337,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Ingresso, Corridoio, cucina, bagno, soggiorno, n. 3 camere, ripostiglio e n. 4 balconi, per complessivi 106,61 commerciali","Via Giustiniano Imperatore 140, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Ingresso, corridoio, cucina, bagno, soggiorno, n. 3 camere, ripostiglio e n. 4 balconi per complessivi 106,61 mq commerciali","Via Giustiniano Imperatore 140, Roma (RM)",,LIBERO,6.5,"106,61",106.61,,,,2021-04-13 10:00:00,,senza incanto,Asincrona telematica,,,2021-04-12 23:59:00,240000.0,180000.0,5000.0,,,"13/04/2021, all’esito della valutazione delle offerte",,Roma,CONTENZIOSO CIVILE,11857 / 2011,11857.0,2011.0,,"Columba Domenico
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",Ferramosca Bianca,,145,,"Tipologia:Protocollo, Numero 2163/1956 del :08/02/1956 00:00:00",,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-isole-del-capo-verde-180-188-1800930,2021-02-26 00:11,OK,"media/Comune Roma, Roma, Italia/1800930",COD. 4191216,ARCHIVIATA,ABITAZIONE DI TIPO CIVILE,"AGGIUDICATA A € 199.000,00","in Roma, Ostia Lido, via Isole del Capo Verde 180 - 188, Palazzina C, appartamento int. 6 al piano secondo della scala A di vani catastali 5,5","via Isole del Capo Verde 180-188, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"in Roma, Ostia Lido, via Isole del Capo Verde 180-188, palazzina C: appartamento int. 6 (sei) al piano secondo della scala A, di vani catastali 5,5, confinante con vano scale e vano ascensore, appartamenti interni 5 (cinque) e 7 (sette) e distacchi. Catasto fabbricati, foglio 1079, particella 980, subalterno 4, zona censuaria 7, categoria A/2, classe 4, vani catastali 5,5, superficie 111, rendita euro 979,98","via Isole del Capo Verde 180-188, Roma (RM)",2,,5.5,,,,,"Foglio:1079, Particella:980, Subalterno:4",,2021-02-24 15:30,senza incanto,Presso il venditore,via domenico alberto azuni n. 9 - Roma 00196,,2021-02-23 12:00:00,219000.0,164250.0,3000.0,,,,,Roma,CONTENZIOSO CIVILE,100590 / 2012,100590.0,2012.0,,"VERDE ANTONIO
(Procede alle operazioni di vendita)",Tel. 0636003805,averde@notariato.it,,,,121,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-isole-del-capoverde-n-248-1816239,2021-02-25 23:24,OK,"media/Comune Roma, Roma, Italia/1816239",COD. 4195328,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Piena proprietà di appartamento ubicato a Roma - Via Isole del Capoverde n. 248, edificio D, scala A, interno 3, piano T posto al piano terra di un fabbricato per civili abitazione e negozi. Detto appartamento si articola in ingresso, soggiorno, una camera, cucina e servizi per complessivi n. 4 vani catastali.","Via Isole del Capoverde n. 248, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Piena proprietà di appartamento ubicato a Roma - Via Isole del Capoverde n. 248, edificio D, scala A, interno 3, piano T posto al piano terra di un fabbricato per civili abitazione e negozi. Detto appartamento si articola in ingresso, soggiorno, una camera, cucina e servizi per complessivi n. 4 vani catastali.","Via Isole del Capoverde n. 248, Roma (RM)",t,,,,,,,"Foglio:1079, Particella:1259, Subalterno:5",2021-04-14 11:00:00,,senza incanto,Asincrona telematica,,,2021-04-13 23:59:00,157390.0,118042.0,5000.0,,,"14/04/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1220 / 2017,1220.0,2017.0,,"Caravetta Massimo
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp.richiestavisita@ivgro...,"IVG DI ROMA SRL
(Gestisce la visita del bene)",Mazzaro Flora,,121,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ispica-n-65-1804468,2021-02-25 22:46,OK,"media/Comune Roma, Roma, Italia/1804468",COD. 2811970,GARA CONCLUSA,ABITAZIONE DI TIPO POPOLARE,"AGGIUDICATA A € 51.770,00","INTERA PROPRIETA’ DELL’APPARTAMENTO SITO IN ROMA, VIA ISPICA N. 65, PIANO QUARTO, INTERNO 10","VIA ISPICA N. 65, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO POPOLARE,"INTERA PROPRIETA’ DELL’APPARTAMENTO SITO IN ROMA, VIA ISPICA N. 65, PIANO QUARTO, INTERNO 10, COMPOSTO DA SOGGIORNO CON ANGOLO COTTURA, DUE STANZE DA LETTO DI CUI UNA CON PICCOLA CABINA ARMADIO, SERVIZIO IGIENICO ED AMPIO TERRAZZO SCOPERTO, SUPERFICIE LORDA 63,50 MQ L’APPARTAMENTO E 63,80 MQ IL TERRAZZO, IDENTIFICATO AL CATASTO FABBRICATI DEL COMUNE DI ROMA AL FOGLIO 1021, PARTICELLA 1097, SUB 10, Z.C.6, CAT. A/3, CLASSE 3, CONSISTENZA 4 VANI, R.C. €. 671,39, PIANO 4, CONFINANTE CON DISTACCO SU CORTILE CONDOMINIALE D’INGRESSO, DISTACCO SU VIA ISPICA, DISTACCO SU VANO SCALA, SALVO ALTRI. LA COSTRUZIONE NON E’ ANTECEDENTE ALL’01/09/1967. E’ STATA RILASCIATA CONCESSIONE EDILIZIA IN SANATORIA IN DATA 20/04/2005 N. 327457. NON RISULTA REGOLARE PER LA LEGGE N.47/1985. L’IMMOBILE SI VENDE NELLO STATO DI FATTO E DI DIRITTO IN CUI SI TROVA, COME MEGLIO DESCRITTO NELLA PERIZIA DELL’ESPERTO STIMATORE IN ATTI ANCHE CON RIGUARDO ALLE DIFFORMITA’ RISCONTRATE ED AI RELATIVI COSTI PER LA LORO REGOLARIZZAZIONE E RIPRISTINO. L’IMMOBILE E’ LIBERO","VIA ISPICA N. 65, Roma (RM)",4,LIBERO,4,,,,,"Foglio:1021, Particella:1097, Subalterno:10",2021-02-15 14:00:00,,senza incanto,Asincrona telematica,,,2021-02-14 23:59:00,60800.0,45600.0,3000.0,,,"15/02/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,386 / 2017,386.0,2017.0,,"Friggi Silvia
(Procede alle operazioni di vendita)",Tel. 0689569801,,,Mazzaro Flora,"IVG DI ROMA SRL
(Gestisce la visita del bene)",133,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-lucio-calpurnio-bibulo-13-1809048,2021-02-26 00:33,OK,"media/Comune Roma, Roma, Italia/1809048",COD. 4193197,DA BANDIRE TRA PIÙ DI 15 GIORNI,ABITAZIONE DI TIPO CIVILE,,"Appartamento posto al piano terra della scala A, interno 2.","Via Lucio Calpurnio Bibulo, 13, Roma (RM)",1,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Appartamento posto al piano terra della scala A, interno 2.","Via Lucio Calpurnio Bibulo, 13, Roma (RM)",,,,,,,,,,2021-04-15 12:00,senza incanto,Presso il venditore,"Via Sebino, 16 - Roma 00199",,2021-04-14 12:00:00,128500.0,0.0,5000.0,,,,,Roma,FALLIMENTARE (nuovo rito),678 / 2013,678.0,2013.0,,"Rastello Annamaria
(Procede alle operazioni di vendita)",,lorenza.dolfini@tiscali.i...,,De Rosa Maria Luisa,,175,,,,,,,Dolfini Lorenza,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-luigi-gastinelli-228-1813279,2021-02-25 22:28,OK,"media/Comune Roma, Roma, Italia/1813279",COD. 4172660,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Piena proprietà su appartamento sito in Roma Via Luigi Gastinelli 228 - edificio C, scala B, piano 2, int. 9 con annesso posto auto scoperto situato al piano terra ed individuato con il n. 8,","Via Luigi Gastinelli, 228, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Piena proprietà su appartamento sito in Roma Via Luigi Gastinelli 228 - edificio C, scala B, piano 2, int. 9; composto da: ingresso, ripostiglio, angolo cottura comunicante con il soggiorno, bagno, stanza da letto e balcone; identificato al C.F. del Comune di Roma al Fg 668 , part. 826 , Sub. 69 cat. A/2 cl.5, Rendita € 418,33; confinante con l’int.10, con l’int. 8, con le scale condominiali, con Via Gastinelli e con un appartamento della scala A, salvo altri; con annesso posto auto scoperto situato al piano terra ed individuato con il n. 8, identificato al C.F. del Comune di Roma al Fg 668, part. 825, sub. 10, cat. C/6 cl. 8, Rendita € 26,03; confinante con corsia di manovra, posti auto n. 7 e n. 9, spazio esterno condominiale, salvo altri; Regolarità urbanistico edilizia: l’edificio in cui è ubicato il compendio pignorato, è stato edificato giusta permesso di costruire n. 1216 protocollo 70094 del 13/11/2003 poi volturato ad altra ditta assumendo nuovi riferimenti ovvero n. 562 prot. 36884 del 06/06/2005 Stato di occupazione: libero Il tutto come meglio descritto nellelaborato peritale in atti.","Via Luigi Gastinelli, 228, Roma (RM)",2,LIBERO,,,,,,"Foglio:668, Particella:826, Subalterno:69",2021-03-17 14:00:00,,senza incanto,Asincrona telematica,,,2021-03-16 23:59:00,97600.0,73200.0,3000.0,,,"17/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1227 / 2017,1227.0,2017.0,,"Aiello Rosina
(Procede alle operazioni di vendita)",,pubblicita@ivgroma.it,"I.V.G DI ROMA S.R.L. ISTITUTO VENDITE GIUDIZIARIE
(Gestisce la visita del bene)",Ciufolini Romolo,,132,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-matt%C3%A8-trucco-n-37-1808959,2021-02-26 00:04,OK,"media/Comune Roma, Roma, Italia/1808959",COD. 2795203,GARA CONCLUSA,ABITAZIONE DI TIPO CIVILE,"AGGIUDICATA A € 101.500,00","Piena proprietà appartamento con cantina, sito in Roma via Mattè Trucco n. 37, piano 4, Sc. A, int. 22, composto da soggiorno con angolo cottura, una camera, un bagno, un ripostiglio e un ampio balcone per mq. 59 lappartamento e mq 18 il balcone. La cantina è ubicata al piano S1, n. 14 di mq. 13. Piena proprietà su parcheggio (posto auto scoperto) ubicato in Roma, via Mattè Trucco n. 51 e n. 23, interno 74, per mq 12. Formalità: contratto preliminare di compravendita trascritto il 3/5/16. Immobile libero.","via Mattè Trucco n. 37, Roma (RM)",LOTTO UNICO,2,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,"€ 178.936,00",ABITAZIONE DI TIPO CIVILE,"Piena proprietà su appartamento con cantina sito in Roma – Via Mattè Trucco n. 37, piano 4, Scala A, int. 22, l’appartamento composto da soggiorno con angolo cottura, una camera, un bagno, un ripostiglio e un ampio balcone su cui si affacciano il soggiorno e la camera per complessivi mq. 59 l’appartamento e mq 18 il balcone. L’abitazione confina con appartamento int. 21 scala A; appartamento int. 23 scala A; appartamento int.13 scala B, salvo altri. La cantina, posta in Roma – Via Mattè Trucco n. 37, piano S1, per complessivi mq 13, confina con corridoio, cantina n. 13 e cantina n.15, salvo altri. Identificato al Catasto Fabbricati del Comune di Roma al Fg. 668, Part. 898, Sub. 45, Zc. 6, Categoria A2. Formalità pregiudizievoli: contratto preliminare di compravendita trascritto a Roma il 03/05/2016 Reg. Gen. 48773 - Reg. Part. 33215. Stato di occupazione: libero.","via Mattè Trucco n. 51, Roma (RM)",T,,,,,,,"Foglio:668, Particella:898, Subalterno:154",2021-02-16 15:00:00,,senza incanto,Asincrona telematica,,,2021-02-15 23:59:00,87040.0,65280.0,5000.0,,,"16/02/2021, all’esito della valutazione delle offerte","-
salvo auto prolungamento",Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,848 / 2016,848.0,2016.0,,"VALLONE ROSITA
(Procede alle operazioni di vendita)",Tel. 0689569801,,"IVG DI ROMA SRL
(Gestisce la visita del bene)",Iappelli Miriam,,132,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-modolo-n-36-1810653,2021-02-26 00:17,OK,"media/Comune Roma, Roma, Italia/1810653",COD. 4184299,GARA DA APRIRE,ABITAZIONE DI TIPO CIVILE,,"Piena proprietà appartamento ubicato in Roma Via Modolo n. 36, piano 1, interno 1b composto da una sala con angolo cottura con ampia terrazza, un disimpegno e due camerette, bagno per complessivi mq 73,92 circa, compresa incidenza condominiale, e diritto di parcheggiare nella rampa comune di accesso una autovettura. Vi sono difformità sanabili a fronte di un costo di €11.000,00 circa. Sussiste la possibilità di una azione di rivendica di terzi di una parte della superficie di mq. 3.16. L’immobile è libero.","VIA MODOLO N. 36, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Piena proprietà appartamento ubicato in Roma Via Modolo n. 36, piano 1, interno 1b composto da una sala con angolo cottura con ampia terrazza, un disimpegno e due camerette, bagno per complessivi mq 73,92 circa, compresa incidenza condominiale, e diritto di parcheggiare nella rampa comune di accesso una autovettura. Vi sono difformità sanabili a fronte di un costo di €11.000,00 circa. Sussiste la possibilità di una azione di rivendica di terzi di una parte della superficie di mq. 3.16. L’immobile è libero.","VIA MODOLO N. 36, Roma (RM)",1,,,,,,,"Foglio:1018, Particella:824, Subalterno:502",2021-03-04 16:00:00,,senza incanto,Asincrona telematica,,,2021-03-03 23:59:00,68000.0,51000.0,5000.0,,,"04/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1909 / 2017,1909.0,2017.0,,"ORDINE ANDREA
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp.richiestavisita@ivgro...,"IVG DI ROMA SRL
(Gestisce la visita del bene)",,,132,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monte-del-gallo-4-1810261,2021-02-26 00:31,OK,"media/Comune Roma, Roma, Italia/1810261",COD. 4184193,GARA CONCLUSA,ABITAZIONE DI TIPO CIVILE,"AGGIUDICATA A € 252.000,00","Piena ed intera proprietà di appartamento uso civile abitazione posto al piano primo della scala “B” del fabbricato sito nel Comune di Roma, alla Via Monte del Gallo n. 4, identificato con il numero interno 2A, composto da ingresso / corridoio, tre camere ed un servizio. Piena ed intera proprietà di locale soffitta posta al sesto piano della scala “B” del medesimo fabbricato, identificato con il numero interno 3.","Via Monte del Gallo 4, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,ABITAZIONE DI TIPO CIVILE,"Piena ed intera proprietà di appartamento uso civile abitazione posto al piano primo della scala “B” del fabbricato sito nel Comune di Roma, alla Via Monte del Gallo n. 4, identificato con il numero interno 2A, composto da ingresso / corridoio, tre camere ed un servizio. Piena ed intera proprietà di locale soffitta posta al sesto piano della scala “B” del medesimo fabbricato, identificato con il numero interno 3.","Via Monte del Gallo 4, Roma (RM)",,OCCUPATO SENZA TITOLO,,,,,,"Foglio:429, Particella:105, Subalterno:507
Foglio:429, Particella:105, Subalterno:49",2021-02-23 16:00:00,,senza incanto,Asincrona telematica,,,2021-02-22 23:59:00,282400.0,211800.0,5000.0,,,"23/02/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1113 / 2018,1113.0,2018.0,,"Sapio Angela
(Procede alle operazioni di vendita)","Tel. 06 83751500
Fax 06 83751580",,"Istituto Vendite Giudiziarie Roma
(Gestisce la visita del bene)",Ferramosca Bianca,,165,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monteleone-sabino-n-9-piano-primo-int-1a-1815272,2021-02-25 23:52,OK,"media/Comune Roma, Roma, Italia/1815272",COD. 4188805,GARA DA APRIRE,APPARTAMENTO,,proprietà superficiaria appartamento uso ufficio composto da 2 camere – bagno- terrazzi perimetrale; mq 116,"Via Monteleone Sabino n 9 piano primo int 1A, Roma (RM)",LOTTO UNICO,1,IMMOBILI,IMMOBILI - IMMOBILE RESIDENZIALE,,APPARTAMENTO,proprietà superficiaria appartamento uso ufficio composto da 2 camere – bagno- terrazzi perimetrale; mq 116,"Via Monteleone Sabino n 9 piano primo int 1A, Roma (RM)",1,IN CORSO DI LIBERAZIONE,,,,,,,2021-03-02 16:00:00,,senza incanto,Asincrona telematica,,,2021-03-01 23:59:00,148000.0,111000.0,3000.0,,,"02/03/2021, all’esito della valutazione delle offerte",,Roma,ESECUZIONE IMMOBILIARE POST LEGGE 80,1653 / 2015,1653.0,2015.0,,"ANTONINI SILVIA
(Procede alle operazioni di vendita)",Tel. 0689569801,pvp@visiteivgroma.it,"IVG DI ROMA SRL
(Gestisce la visita del bene)",MAZZARO FLORA,,,,,,,,,,,,,
https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-motta-visconti-21-1808498,2021-02-26 00:09,OK,"media/Comune Roma, Roma, Italia/1808498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
