id,region,url,date
197,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-portuense-n-722-1808781,2021-02-20
198,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-largo-messico-n-7-1821836,2021-02-20
199,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809813,2021-02-20
200,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-della-balduina-143-1797605,2021-02-20
201,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-degli-orti-di-trastevere-al-civico-86-scala-b-interno-28-1802351,2021-02-20
202,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cenadi-n-24-1824090,2021-02-20
203,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-antonio-gramsci-54-1813472,2021-02-20
204,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-copenaghen-39-piano-4-5-6-interno-13-scala-e-1813563,2021-02-20
205,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-gabrio-serbelloni-n-27-1812834,2021-02-20
206,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-largo-dell'olgiata-n-15-isola-103-edificio-7-int-6-1826423,2021-02-20
207,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-1204-i-piano-primo-interno-4-1816692,2021-02-20
208,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-enrico-verjus-n-80-piano-3%C2%B0-int-8-1778706,2021-02-20
209,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nicola-scarano-n-24-1808525,2021-02-20
210,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-carlo-pirzio-biroli-n-52-ed-2-scala-d-int-9-1810656,2021-02-20
211,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809834,2021-02-20
212,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-di-pantano-203-1812690,2021-02-20
213,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809829,2021-02-20
214,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-mongiuffi-melia-n-33-1827283,2021-02-20
215,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-columella-50-1813245,2021-02-20
216,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ambrogio-traversari-n-80-1828427,2021-02-20
217,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-saverio-pugliese-n-56-1808415,2021-02-20
218,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-delle-driadi-35-p1-int-2-1810776,2021-02-20
219,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giovanni-verga-81-1820004,2021-02-20
220,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-santa-croce-in-magliano-43-1809839,2021-02-20
221,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-viale-dell'astronomia-18-1774291,2021-02-20
222,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-antonio-civelli-n-9-1810170,2021-02-20
223,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-fabbricato-civile-roma-via-sarezzano-snc-1774289,2021-02-20
224,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-gagliano-del-capo-119-1818405,2021-02-20
225,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-n-120-i-1821798,2021-02-20
226,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-capo-palinuro-61-1808147,2021-02-20
227,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-isole-del-capoverde-n-248-1810789,2021-02-20
228,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-molveno-n-34-1817967,2021-02-20
229,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-boccea-n-693-1809777,2021-02-20
230,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-casal-bertone-66-1817122,2021-02-20
231,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casali-del-drago-45-1813381,2021-02-21
232,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809828,2021-02-21
233,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-monti-di-san-paolo-41-h-1788343,2021-02-21
234,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-accademia-dei-virtuosi-3-1820584,2021-02-21
235,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809809,2021-02-21
236,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-prenestina-1204-1821797,2021-02-21
237,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-balangero-n-44-1811265,2021-02-21
238,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-giulio-cesare-graziani-78-1802319,2021-02-21
239,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-casale-di-san-basilio-n-209-1808488,2021-02-21
240,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-s-antonio-di-padova-37-1810792,2021-02-21
241,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-saracena-n-146-1810734,2021-02-21
242,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nocera-terinese-22-(ingresso-pedonale)-e-4-(ingresso-carrabile)-1809825,2021-02-21
243,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-nazareno-strampelli-n-53-1810781,2021-02-21
244,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giulio-frascheri-n-12-1829484,2021-02-25
245,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ortona-de%E2%80%99-marsi-nn-230-e-232-(loc-lunghezzina)-1779444,2021-02-25
246,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-della-chiesa-nuova-n-11-1811329,2021-02-25
247,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cornelia-366-1774226,2021-02-25
248,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-s-antonio-di-padova-37-1778703,2021-02-25
249,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-luigi-gastinelli-228-1784223,2021-02-25
250,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-natale-palli-26-1788258,2021-02-25
251,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-pietro-antonio-crevenna-n-37-scala-u-piano-2-int-15-1778710,2021-02-25
252,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-villavallelonga-n-39-41-1811330,2021-02-25
253,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-san-gratiliano-n-28-1829930,2021-02-25
254,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-scorticabove-8-1826403,2021-02-25
255,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-jacopo-della-quercia-n-64-1810747,2021-02-25
256,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1780367,2021-02-25
257,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-furnari-26-28-1829489,2021-02-25
258,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-leonardo-mellano-n-67-d-1787548,2021-02-25
259,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-dell'isola-farnese-n-214-via-ferraioli-n-38-1829077,2021-02-25
260,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-del-pratolungo-casilino-n-35-1773798,2021-02-25
261,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-s-antonio-di-padova-37-1778704,2021-02-25
262,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-rocca-d'evandro-6-1824147,2021-02-25
263,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-natale-palli-n-22-a-1780287,2021-02-25
264,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-michele-barbi-31-a-1795698,2021-02-25
265,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-cesare-paoli-23-25-1787441,2021-02-25
266,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-festo-porzio-n-12-1811328,2021-02-25
267,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1780366,2021-02-25
268,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-cavaglietto-n-60-1821186,2021-02-25
269,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-jacopo-della-quercia-n-64-1778880,2021-02-25
270,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-boccea-n-693-1773778,2021-02-25
271,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-leonida-lay-195-1780365,2021-02-25
272,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-ribera-14-1820114,2021-02-25
273,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-furio-camillo-35-1823685,2021-02-25
274,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villa-roma-via-vico-consorti-80-1820081,2021-02-25
275,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-di-scorticabove-8-1826404,2021-02-25
276,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-giacomo-boni-n-1-1829926,2021-02-25
277,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-leonardo-mellano-n-71-b-1787549,2021-02-25
278,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-orazio-borgianni-55-1787430,2021-02-25
279,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-appartamento-roma-via-abate-di-tivoli-n-12-1811327,2021-02-25
280,"Comune Roma, Roma, Italia",https://www.astegiudiziarie.it/vendita-asta-villetta-roma-via-michele-barbi-31-a-1795699,2021-02-25
